video_id,youtube_url,category_1,category_2,rank,task_id,status,error
UPpha0LvIzE,https://www.youtube.com/watch?v=UPpha0LvIzE,Arts and Entertainment,Books,162,25067,ok,
gzq0Mb8-5-U,https://www.youtube.com/watch?v=gzq0Mb8-5-U,Arts and Entertainment,Costumes,160,99074,failed,ERROR: [youtube] gzq0Mb8-5-U: This video is not available
EBxlhD_x9oI,https://www.youtube.com/watch?v=EBxlhD_x9oI,Arts and Entertainment,Music,45,43003,ok,
UQXiGGOdGxM,https://www.youtube.com/watch?v=UQXiGGOdGxM,Arts and Entertainment,Books,130,25067,ok,
TNkxB_5Ujkg,https://www.youtube.com/watch?v=TNkxB_5Ujkg,Arts and Entertainment,Music,166,9037,failed,ERROR: [youtube] TNkxB_5Ujkg: Video unavailable
fBnZ8bmEOTM,https://www.youtube.com/watch?v=fBnZ8bmEOTM,Arts and Entertainment,Music,93,145,ok,
MhFCDIeJRoQ,https://www.youtube.com/watch?v=MhFCDIeJRoQ,Arts and Entertainment,Music,76,43037,ok,
JKNAjk8WsRA,https://www.youtube.com/watch?v=JKNAjk8WsRA,Arts and Entertainment,Music,149,9762,ok,
NjICdkjTIHY,https://www.youtube.com/watch?v=NjICdkjTIHY,Arts and Entertainment,Music,107,115247,ok,
pr94clInBzo,https://www.youtube.com/watch?v=pr94clInBzo,Arts and Entertainment,Books,102,23146,ok,
hP0pRRmxG-M,https://www.youtube.com/watch?v=hP0pRRmxG-M,Arts and Entertainment,Music,86,105313,ok,
KEYHfvwwj98,https://www.youtube.com/watch?v=KEYHfvwwj98,Arts and Entertainment,Movies,17,14438,ok,
xxNUqVshibg,https://www.youtube.com/watch?v=xxNUqVshibg,Arts and Entertainment,Music,34,47061,ok,
bszokzX2uTQ,https://www.youtube.com/watch?v=bszokzX2uTQ,Arts and Entertainment,Music,37,9757,ok,
rBjTqaNf9xQ,https://www.youtube.com/watch?v=rBjTqaNf9xQ,Arts and Entertainment,Music,127,43030,failed,ERROR: [youtube] rBjTqaNf9xQ: Video unavailable
I8Uc6uPINlM,https://www.youtube.com/watch?v=I8Uc6uPINlM,Arts and Entertainment,Music,43,25361,ok,
h6mvXAs4iIc,https://www.youtube.com/watch?v=h6mvXAs4iIc,Arts and Entertainment,Carnivals Circuses and Theme Parks,28,43824,ok,
QnmRfzfco1w,https://www.youtube.com/watch?v=QnmRfzfco1w,Arts and Entertainment,Music,6,25349,ok,
oudxFQOTeUc,https://www.youtube.com/watch?v=oudxFQOTeUc,Arts and Entertainment,Books,71,107854,ok,
Lw7YRa1torw,https://www.youtube.com/watch?v=Lw7YRa1torw,Arts and Entertainment,Music,116,9037,ok,
mPZwgFyTzL4,https://www.youtube.com/watch?v=mPZwgFyTzL4,Arts and Entertainment,Carnivals Circuses and Theme Parks,157,43824,failed,ERROR: [youtube] mPZwgFyTzL4: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
lu1cxOo9TPY,https://www.youtube.com/watch?v=lu1cxOo9TPY,Arts and Entertainment,Performing Arts,9,12748,failed,ERROR: [youtube] lu1cxOo9TPY: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
IrXCWWVrqoE,https://www.youtube.com/watch?v=IrXCWWVrqoE,Arts and Entertainment,Music,78,83580,ok,
Q7JPx2Er58k,https://www.youtube.com/watch?v=Q7JPx2Er58k,Arts and Entertainment,Music,4,75189,ok,
ynDn69RRsug,https://www.youtube.com/watch?v=ynDn69RRsug,Arts and Entertainment,Music,120,96192,ok,
mrc4plNi6SM,https://www.youtube.com/watch?v=mrc4plNi6SM,Arts and Entertainment,Music,44,57256,failed,ERROR: [youtube] mrc4plNi6SM: Video unavailable
8PNOadIetrM,https://www.youtube.com/watch?v=8PNOadIetrM,Arts and Entertainment,Music,36,75189,ok,
bnTuzJUCjT8,https://www.youtube.com/watch?v=bnTuzJUCjT8,Arts and Entertainment,Music,26,25349,ok,
1Oo3b96ZTIs,https://www.youtube.com/watch?v=1Oo3b96ZTIs,Arts and Entertainment,Movies,27,1687,ok,
u3MV2LmGozw,https://www.youtube.com/watch?v=u3MV2LmGozw,Arts and Entertainment,Costumes,81,37408,failed,ERROR: [youtube] u3MV2LmGozw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
typqlLGXasY,https://www.youtube.com/watch?v=typqlLGXasY,Arts and Entertainment,Music,62,65431,ok,
dgefzZPPYPI,https://www.youtube.com/watch?v=dgefzZPPYPI,Arts and Entertainment,Music,125,57281,ok,
C5e0QckERWk,https://www.youtube.com/watch?v=C5e0QckERWk,Arts and Entertainment,Music,14,65501,ok,
3LIQKmC3BnA,https://www.youtube.com/watch?v=3LIQKmC3BnA,Arts and Entertainment,Music,70,25361,ok,
vq5xoB8CFSE,https://www.youtube.com/watch?v=vq5xoB8CFSE,Arts and Entertainment,Music,63,25351,ok,
g2Ejd89R-f4,https://www.youtube.com/watch?v=g2Ejd89R-f4,Arts and Entertainment,Books,12,25087,ok,
RhcXO1ejIsw,https://www.youtube.com/watch?v=RhcXO1ejIsw,Arts and Entertainment,Music,65,83581,ok,
6K_fjIoPW5c,https://www.youtube.com/watch?v=6K_fjIoPW5c,Arts and Entertainment,Music,35,57277,ok,
jFbwPZWJzmo,https://www.youtube.com/watch?v=jFbwPZWJzmo,Arts and Entertainment,Music,38,50529,ok,
reqIdL6uRyE,https://www.youtube.com/watch?v=reqIdL6uRyE,Arts and Entertainment,Music,51,50529,ok,
InYtZIV-USw,https://www.youtube.com/watch?v=InYtZIV-USw,Arts and Entertainment,Music,94,47052,ok,
S3B9P1Mt7xo,https://www.youtube.com/watch?v=S3B9P1Mt7xo,Arts and Entertainment,Music,48,66059,ok,
hi5Bavez1Wc,https://www.youtube.com/watch?v=hi5Bavez1Wc,Arts and Entertainment,Music,138,57277,ok,
-dR4zrXA9IE,https://www.youtube.com/watch?v=-dR4zrXA9IE,Arts and Entertainment,Books,160,107854,ok,
HF8iTuVPPQ4,https://www.youtube.com/watch?v=HF8iTuVPPQ4,Arts and Entertainment,Music,8,80936,ok,
aDl2ZDd3Res,https://www.youtube.com/watch?v=aDl2ZDd3Res,Arts and Entertainment,Costumes,131,37408,ok,
3LSMnuYiV4M,https://www.youtube.com/watch?v=3LSMnuYiV4M,Arts and Entertainment,Music,19,49327,ok,
Rfj6DqHXSCk,https://www.youtube.com/watch?v=Rfj6DqHXSCk,Arts and Entertainment,Music,35,49311,ok,
fW7cCzQ3WFc,https://www.youtube.com/watch?v=fW7cCzQ3WFc,Arts and Entertainment,Music,60,96181,ok,
-2q1I-5MuuE,https://www.youtube.com/watch?v=-2q1I-5MuuE,Arts and Entertainment,Music,24,65501,ok,
H_qNHnd4Pj0,https://www.youtube.com/watch?v=H_qNHnd4Pj0,Arts and Entertainment,Books,163,25067,ok,
S_VOdV0LfqU,https://www.youtube.com/watch?v=S_VOdV0LfqU,Arts and Entertainment,Music,45,83605,ok,
4t5Je_mPAfs,https://www.youtube.com/watch?v=4t5Je_mPAfs,Arts and Entertainment,Music,66,65501,failed,ERROR: [youtube] 4t5Je_mPAfs: Video unavailable
p9Ykf14dC2U,https://www.youtube.com/watch?v=p9Ykf14dC2U,Arts and Entertainment,Books,70,107853,ok,
p3oExPqqejc,https://www.youtube.com/watch?v=p3oExPqqejc,Arts and Entertainment,Music,19,47052,ok,
rZWE7wpdWjw,https://www.youtube.com/watch?v=rZWE7wpdWjw,Arts and Entertainment,Music,93,50498,ok,
FUy-DLdwV9I,https://www.youtube.com/watch?v=FUy-DLdwV9I,Arts and Entertainment,Music,52,49327,failed,ERROR: [youtube] FUy-DLdwV9I: Video unavailable
nDphPp072fs,https://www.youtube.com/watch?v=nDphPp072fs,Arts and Entertainment,Music,14,25361,ok,
ZnKt67EfEp0,https://www.youtube.com/watch?v=ZnKt67EfEp0,Arts and Entertainment,Music,173,49311,failed,ERROR: [youtube] ZnKt67EfEp0: Video unavailable
6UfLnXvN8Ro,https://www.youtube.com/watch?v=6UfLnXvN8Ro,Arts and Entertainment,Music,14,25351,failed,ERROR: [youtube] 6UfLnXvN8Ro: Video unavailable
NeGjp7TvErA,https://www.youtube.com/watch?v=NeGjp7TvErA,Arts and Entertainment,Music,15,43003,ok,
3SeROKE8uTw,https://www.youtube.com/watch?v=3SeROKE8uTw,Arts and Entertainment,Music,83,50505,ok,
MvM2OCMNowo,https://www.youtube.com/watch?v=MvM2OCMNowo,Arts and Entertainment,Music,137,43003,ok,
orGmndtn4jw,https://www.youtube.com/watch?v=orGmndtn4jw,Arts and Entertainment,Books,170,107853,failed,ERROR: [youtube] orGmndtn4jw: Video unavailable
T2wDZl2w1dk,https://www.youtube.com/watch?v=T2wDZl2w1dk,Arts and Entertainment,Costumes,75,37408,ok,
Lh28VcabfjY,https://www.youtube.com/watch?v=Lh28VcabfjY,Arts and Entertainment,Books,18,25067,ok,
b5F4CzR-mLg,https://www.youtube.com/watch?v=b5F4CzR-mLg,Arts and Entertainment,Music,27,57281,ok,
XXMhT_lgeQQ,https://www.youtube.com/watch?v=XXMhT_lgeQQ,Arts and Entertainment,Music,2,75189,ok,
8u1abZc7wY4,https://www.youtube.com/watch?v=8u1abZc7wY4,Arts and Entertainment,Costumes,96,37366,failed,ERROR: [youtube] 8u1abZc7wY4: Video unavailable
LsZXlg7O2Z8,https://www.youtube.com/watch?v=LsZXlg7O2Z8,Arts and Entertainment,Books,144,10600,ok,
YwhzrS9dSyI,https://www.youtube.com/watch?v=YwhzrS9dSyI,Arts and Entertainment,Books,116,107854,failed,ERROR: [youtube] YwhzrS9dSyI: This video has been removed for violating YouTube's Terms of Service
FmnfgvI4lD8,https://www.youtube.com/watch?v=FmnfgvI4lD8,Arts and Entertainment,Music,120,25359,ok,
q0_1O0yAT0I,https://www.youtube.com/watch?v=q0_1O0yAT0I,Arts and Entertainment,Music,144,96192,failed,ERROR: [youtube] q0_1O0yAT0I: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
-HED-pV0H74,https://www.youtube.com/watch?v=-HED-pV0H74,Arts and Entertainment,Music,166,83605,ok,
V3ZKzlSmKm0,https://www.youtube.com/watch?v=V3ZKzlSmKm0,Arts and Entertainment,Books,65,25061,ok,
IBypL7ql5k8,https://www.youtube.com/watch?v=IBypL7ql5k8,Arts and Entertainment,Music,1,115247,ok,
exImNCh5OXQ,https://www.youtube.com/watch?v=exImNCh5OXQ,Arts and Entertainment,Music,77,77978,failed,ERROR: [youtube] exImNCh5OXQ: Video unavailable
_B7HCjTA5MY,https://www.youtube.com/watch?v=_B7HCjTA5MY,Arts and Entertainment,Music,162,105313,ok,
88MmvSkI1ic,https://www.youtube.com/watch?v=88MmvSkI1ic,Arts and Entertainment,Costumes,73,18104,ok,
kRXusjoCE_M,https://www.youtube.com/watch?v=kRXusjoCE_M,Arts and Entertainment,Costumes,98,37354,ok,
nredPMV5fCs,https://www.youtube.com/watch?v=nredPMV5fCs,Arts and Entertainment,Music,24,83699,ok,
h2ctYGWLOAQ,https://www.youtube.com/watch?v=h2ctYGWLOAQ,Arts and Entertainment,Music,32,25363,ok,
0avbO65VFkM,https://www.youtube.com/watch?v=0avbO65VFkM,Arts and Entertainment,Music,57,50844,failed,ERROR: [youtube] 0avbO65VFkM: Video unavailable
hAB7qzgJctE,https://www.youtube.com/watch?v=hAB7qzgJctE,Arts and Entertainment,Movies,29,102203,ok,
HbR8noaOPys,https://www.youtube.com/watch?v=HbR8noaOPys,Arts and Entertainment,Music,18,96192,ok,
80JNERhvY1o,https://www.youtube.com/watch?v=80JNERhvY1o,Arts and Entertainment,Music,158,75189,ok,
vVQPE5c1XLA,https://www.youtube.com/watch?v=vVQPE5c1XLA,Arts and Entertainment,Music,134,83622,ok,
PlM3Ki1bvu4,https://www.youtube.com/watch?v=PlM3Ki1bvu4,Arts and Entertainment,Music,106,96192,ok,
aI3IqhE0KQI,https://www.youtube.com/watch?v=aI3IqhE0KQI,Arts and Entertainment,Music,83,57281,ok,
jHHjS95M7KA,https://www.youtube.com/watch?v=jHHjS95M7KA,Arts and Entertainment,Music,126,25359,ok,
SiLe1-309p8,https://www.youtube.com/watch?v=SiLe1-309p8,Arts and Entertainment,Movies,15,102203,ok,
8P06hhmuOqM,https://www.youtube.com/watch?v=8P06hhmuOqM,Arts and Entertainment,Music,99,80084,ok,
KexvOoL8oJc,https://www.youtube.com/watch?v=KexvOoL8oJc,Arts and Entertainment,Performing Arts,57,30777,ok,
zyhwU-YKz4M,https://www.youtube.com/watch?v=zyhwU-YKz4M,Arts and Entertainment,Costumes,180,37408,ok,
yYAbCuEk_Ds,https://www.youtube.com/watch?v=yYAbCuEk_Ds,Arts and Entertainment,Movies,134,1687,ok,
Dz8Qhlw4x1M,https://www.youtube.com/watch?v=Dz8Qhlw4x1M,Arts and Entertainment,Music,47,82226,ok,
sdPiTv8MCpM,https://www.youtube.com/watch?v=sdPiTv8MCpM,Arts and Entertainment,Music,64,75189,ok,
Z8uBxIwA7b4,https://www.youtube.com/watch?v=Z8uBxIwA7b4,Arts and Entertainment,Music,16,43030,ok,
RKUneFW3N2Y,https://www.youtube.com/watch?v=RKUneFW3N2Y,Arts and Entertainment,Music,130,82233,ok,
oKSDT9C7Dx8,https://www.youtube.com/watch?v=oKSDT9C7Dx8,Arts and Entertainment,Music,37,9762,ok,
iHJfia81_aA,https://www.youtube.com/watch?v=iHJfia81_aA,Arts and Entertainment,Books,131,104765,ok,
9JCKdjkVtr0,https://www.youtube.com/watch?v=9JCKdjkVtr0,Arts and Entertainment,Music,71,80084,ok,
fLS7gjQ_tsg,https://www.youtube.com/watch?v=fLS7gjQ_tsg,Arts and Entertainment,Music,1,75176,ok,
4YgDLb4LzOQ,https://www.youtube.com/watch?v=4YgDLb4LzOQ,Arts and Entertainment,Music,143,80107,ok,
EWeqQP3HKJQ,https://www.youtube.com/watch?v=EWeqQP3HKJQ,Arts and Entertainment,Music,56,65434,ok,
8hXabISbQd4,https://www.youtube.com/watch?v=8hXabISbQd4,Arts and Entertainment,Music,161,57281,failed,ERROR: [youtube] 8hXabISbQd4: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
nefOx9m5TiY,https://www.youtube.com/watch?v=nefOx9m5TiY,Arts and Entertainment,Costumes,83,37366,ok,
ScFnKmDV5LQ,https://www.youtube.com/watch?v=ScFnKmDV5LQ,Arts and Entertainment,Music,171,80105,ok,
EFymUrQLTZ8,https://www.youtube.com/watch?v=EFymUrQLTZ8,Arts and Entertainment,Music,166,49311,ok,
RRjHgU2rk8o,https://www.youtube.com/watch?v=RRjHgU2rk8o,Arts and Entertainment,Music,23,65428,ok,
WmFaAM26ysc,https://www.youtube.com/watch?v=WmFaAM26ysc,Arts and Entertainment,Music,36,50844,ok,
NfPcVzl-ytw,https://www.youtube.com/watch?v=NfPcVzl-ytw,Arts and Entertainment,Music,109,80936,ok,
ZSL1w9UeSgc,https://www.youtube.com/watch?v=ZSL1w9UeSgc,Arts and Entertainment,Music,49,25360,failed,ERROR: [youtube] ZSL1w9UeSgc: Video unavailable
wy0wWYEu92Y,https://www.youtube.com/watch?v=wy0wWYEu92Y,Arts and Entertainment,Music,121,57281,ok,
g1mlv0QsfPo,https://www.youtube.com/watch?v=g1mlv0QsfPo,Arts and Entertainment,Books,98,25087,ok,
Wd9ryjNxPXg,https://www.youtube.com/watch?v=Wd9ryjNxPXg,Arts and Entertainment,Cosplay and Role Playing,96,34053,ok,
ArWwF6ZckVw,https://www.youtube.com/watch?v=ArWwF6ZckVw,Arts and Entertainment,Books,53,10600,ok,
U5k78gIMEwk,https://www.youtube.com/watch?v=U5k78gIMEwk,Arts and Entertainment,Music,135,145,ok,
HRIqaTZRCmw,https://www.youtube.com/watch?v=HRIqaTZRCmw,Arts and Entertainment,Books,64,23146,ok,
EK3g7FvzaHI,https://www.youtube.com/watch?v=EK3g7FvzaHI,Arts and Entertainment,Music,24,83605,ok,
agCRV3bVbec,https://www.youtube.com/watch?v=agCRV3bVbec,Arts and Entertainment,Books,159,25647,ok,
KhC7b9XfRu4,https://www.youtube.com/watch?v=KhC7b9XfRu4,Arts and Entertainment,Music,42,83580,ok,
BuTb9OUn64E,https://www.youtube.com/watch?v=BuTb9OUn64E,Arts and Entertainment,Music,23,12171,failed,ERROR: [youtube] BuTb9OUn64E: Video unavailable
LV5vbV5mLMg,https://www.youtube.com/watch?v=LV5vbV5mLMg,Arts and Entertainment,Music,94,25361,ok,
VbU1R4KDymw,https://www.youtube.com/watch?v=VbU1R4KDymw,Arts and Entertainment,Music,149,83622,ok,
YPDKGcgykto,https://www.youtube.com/watch?v=YPDKGcgykto,Arts and Entertainment,Music,16,83622,ok,
IqV5L66EP2E,https://www.youtube.com/watch?v=IqV5L66EP2E,Arts and Entertainment,Music,49,170,failed,ERROR: [youtube] IqV5L66EP2E: This video is not available
zm7DimnDHYM,https://www.youtube.com/watch?v=zm7DimnDHYM,Arts and Entertainment,Music,57,115247,ok,
kRXo_iIL7H0,https://www.youtube.com/watch?v=kRXo_iIL7H0,Arts and Entertainment,Movies,3,14438,ok,
j_Zw175mInQ,https://www.youtube.com/watch?v=j_Zw175mInQ,Arts and Entertainment,Music,66,50529,failed,ERROR: [youtube] j_Zw175mInQ: Video unavailable
ZRMgdh__VCo,https://www.youtube.com/watch?v=ZRMgdh__VCo,Arts and Entertainment,Music,49,25361,ok,
_9Jn9k_ZC9c,https://www.youtube.com/watch?v=_9Jn9k_ZC9c,Arts and Entertainment,Cosplay and Role Playing,56,34053,ok,
fSTX1aT30d8,https://www.youtube.com/watch?v=fSTX1aT30d8,Arts and Entertainment,Music,84,43003,ok,
h4jjNhftxuE,https://www.youtube.com/watch?v=h4jjNhftxuE,Arts and Entertainment,Music,101,47052,ok,
9AEp4R7v_oc,https://www.youtube.com/watch?v=9AEp4R7v_oc,Arts and Entertainment,Music,26,83630,ok,
eJ0fVGA0pOo,https://www.youtube.com/watch?v=eJ0fVGA0pOo,Arts and Entertainment,Music,23,83622,ok,
CyaUVxtIUeo,https://www.youtube.com/watch?v=CyaUVxtIUeo,Arts and Entertainment,Exhibited Arts,55,118580,ok,
MefWHiIEK4s,https://www.youtube.com/watch?v=MefWHiIEK4s,Arts and Entertainment,Music,82,25361,ok,
mJFBERAMHdk,https://www.youtube.com/watch?v=mJFBERAMHdk,Arts and Entertainment,Books,116,25060,failed,ERROR: [youtube] mJFBERAMHdk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
wBU28jUUyvs,https://www.youtube.com/watch?v=wBU28jUUyvs,Arts and Entertainment,Music,136,96181,ok,
B9h5doA1Puw,https://www.youtube.com/watch?v=B9h5doA1Puw,Arts and Entertainment,Music,37,50529,ok,
HOcTyoVcwkM,https://www.youtube.com/watch?v=HOcTyoVcwkM,Arts and Entertainment,Books,56,30994,ok,
9i2SyK_tWkI,https://www.youtube.com/watch?v=9i2SyK_tWkI,Arts and Entertainment,Costumes,49,43999,ok,
7VSU908URhE,https://www.youtube.com/watch?v=7VSU908URhE,Arts and Entertainment,Books,42,23146,ok,
s3MrqFdno8U,https://www.youtube.com/watch?v=s3MrqFdno8U,Arts and Entertainment,Movies,171,102203,ok,
tQNgjqM17tY,https://www.youtube.com/watch?v=tQNgjqM17tY,Arts and Entertainment,Music,62,96192,ok,
FtqMEdpFGcA,https://www.youtube.com/watch?v=FtqMEdpFGcA,Arts and Entertainment,Music,90,50531,failed,ERROR: [youtube] FtqMEdpFGcA: Video unavailable
zKBekiH2Iy0,https://www.youtube.com/watch?v=zKBekiH2Iy0,Arts and Entertainment,Music,44,57281,ok,
JHZLJoHo1vg,https://www.youtube.com/watch?v=JHZLJoHo1vg,Arts and Entertainment,Music,13,25360,ok,
LmrlQJHbqnI,https://www.youtube.com/watch?v=LmrlQJHbqnI,Arts and Entertainment,Costumes,22,87402,ok,
Dl3mcHixAKM,https://www.youtube.com/watch?v=Dl3mcHixAKM,Arts and Entertainment,Music,2,50529,ok,
bJWK4TGiiQk,https://www.youtube.com/watch?v=bJWK4TGiiQk,Arts and Entertainment,Costumes,22,37419,ok,
pDIXb9TKS6w,https://www.youtube.com/watch?v=pDIXb9TKS6w,Arts and Entertainment,Music,30,83580,ok,
sHKwq0ArtSg,https://www.youtube.com/watch?v=sHKwq0ArtSg,Arts and Entertainment,Music,85,9762,ok,
EmwR5tp74PM,https://www.youtube.com/watch?v=EmwR5tp74PM,Arts and Entertainment,Books,47,107853,ok,
x0qpEeUkKTw,https://www.youtube.com/watch?v=x0qpEeUkKTw,Arts and Entertainment,Books,53,25060,ok,
JN2SQ4m7M04,https://www.youtube.com/watch?v=JN2SQ4m7M04,Arts and Entertainment,Music,163,105241,ok,
OA6yrpvaQKo,https://www.youtube.com/watch?v=OA6yrpvaQKo,Arts and Entertainment,Music,78,80940,failed,ERROR: [youtube] OA6yrpvaQKo: Video unavailable
Aeikr4rvXig,https://www.youtube.com/watch?v=Aeikr4rvXig,Arts and Entertainment,Music,147,43037,ok,
nGV8h-QMvpg,https://www.youtube.com/watch?v=nGV8h-QMvpg,Arts and Entertainment,Carnivals Circuses and Theme Parks,48,43824,failed,ERROR: [youtube] nGV8h-QMvpg: This video is not available
_cwW3Di6t10,https://www.youtube.com/watch?v=_cwW3Di6t10,Arts and Entertainment,Music,16,9037,ok,
gKUMmO445Bk,https://www.youtube.com/watch?v=gKUMmO445Bk,Arts and Entertainment,Music,158,57337,ok,
1W66b2osdtY,https://www.youtube.com/watch?v=1W66b2osdtY,Arts and Entertainment,Music,54,96185,ok,
mfuWAh2bjTw,https://www.youtube.com/watch?v=mfuWAh2bjTw,Arts and Entertainment,Music,58,50504,ok,
jOW1fitPbCs,https://www.youtube.com/watch?v=jOW1fitPbCs,Arts and Entertainment,Music,87,65428,ok,
iLHDW16MHB0,https://www.youtube.com/watch?v=iLHDW16MHB0,Arts and Entertainment,Music,49,82227,failed,ERROR: [youtube] iLHDW16MHB0: Video unavailable
Rj5YamoKRGU,https://www.youtube.com/watch?v=Rj5YamoKRGU,Arts and Entertainment,Music,51,80075,ok,
31geD61t7mU,https://www.youtube.com/watch?v=31geD61t7mU,Arts and Entertainment,Books,3,107853,ok,
KvWuRGeo_ts,https://www.youtube.com/watch?v=KvWuRGeo_ts,Arts and Entertainment,Music,11,80936,ok,
KQtGeuCx6mY,https://www.youtube.com/watch?v=KQtGeuCx6mY,Arts and Entertainment,Music,70,75176,ok,
s9EUCmoXOK8,https://www.youtube.com/watch?v=s9EUCmoXOK8,Arts and Entertainment,Costumes,175,43999,failed,ERROR: [youtube] s9EUCmoXOK8: This video is not available
XB_k1aUEkrs,https://www.youtube.com/watch?v=XB_k1aUEkrs,Arts and Entertainment,Music,27,3137,failed,ERROR: [youtube] XB_k1aUEkrs: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
P8NoEGfk_oU,https://www.youtube.com/watch?v=P8NoEGfk_oU,Arts and Entertainment,Music,106,43030,ok,
csjQ7PsHXEU,https://www.youtube.com/watch?v=csjQ7PsHXEU,Arts and Entertainment,Music,70,67557,ok,
KQpdZz_ZX_0,https://www.youtube.com/watch?v=KQpdZz_ZX_0,Arts and Entertainment,Books,54,23146,ok,
KzWLM92OntM,https://www.youtube.com/watch?v=KzWLM92OntM,Arts and Entertainment,Music,168,83580,ok,
1ZTwLn6vmXw,https://www.youtube.com/watch?v=1ZTwLn6vmXw,Arts and Entertainment,Music,54,49312,ok,
oiyITH0qMxI,https://www.youtube.com/watch?v=oiyITH0qMxI,Arts and Entertainment,Music,125,47052,ok,
lylc1QwQ8Zo,https://www.youtube.com/watch?v=lylc1QwQ8Zo,Arts and Entertainment,Music,39,99858,ok,
Q9tHqhH4bow,https://www.youtube.com/watch?v=Q9tHqhH4bow,Arts and Entertainment,Costumes,36,34058,ok,
-I8bKZLzyQg,https://www.youtube.com/watch?v=-I8bKZLzyQg,Arts and Entertainment,Books,162,107853,ok,
MFDc-RWxQ3s,https://www.youtube.com/watch?v=MFDc-RWxQ3s,Arts and Entertainment,Music,135,50533,ok,
EmpXDIdS7Qw,https://www.youtube.com/watch?v=EmpXDIdS7Qw,Arts and Entertainment,Music,101,50531,failed,ERROR: [youtube] EmpXDIdS7Qw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
nrGyXDVLbF8,https://www.youtube.com/watch?v=nrGyXDVLbF8,Arts and Entertainment,Costumes,156,37397,ok,
N6FDsM0Yzek,https://www.youtube.com/watch?v=N6FDsM0Yzek,Arts and Entertainment,Books,131,107853,ok,
4yaM-rG7rxA,https://www.youtube.com/watch?v=4yaM-rG7rxA,Arts and Entertainment,Music,51,9037,failed,ERROR: [youtube] 4yaM-rG7rxA: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
yqmT2CDjV6o,https://www.youtube.com/watch?v=yqmT2CDjV6o,Arts and Entertainment,Music,164,50505,ok,
bfsY1nHokVw,https://www.youtube.com/watch?v=bfsY1nHokVw,Arts and Entertainment,Music,169,25351,ok,
S-hQ0yFR8Aw,https://www.youtube.com/watch?v=S-hQ0yFR8Aw,Arts and Entertainment,Music,63,83622,ok,
0HsYuYu8rtQ,https://www.youtube.com/watch?v=0HsYuYu8rtQ,Arts and Entertainment,Music,68,50529,ok,
